Date,Daily Mean PM10 Concentration,Daily AQI Value
2013-08-23,35.0,32.4
2013-08-24,26.18,24.2
2013-08-25,13.91,12.9
2013-08-26,103.36,71.4
2013-08-27,48.64,44.1
2013-08-28,35.08,32.2
2013-08-29,18.5,17.2
2013-08-30,14.67,13.7
2013-08-31,11.18,10.2
2013-09-01,12.33,11.3
2013-09-02,36.33,33.3
2013-09-03,28.0,25.9
2013-09-04,31.25,28.6
2013-09-05,43.33,39.2
2013-09-06,64.42,53.8
2013-09-07,21.83,20.3
2013-09-08,13.17,12.1
2013-09-09,9.75,8.8
2013-09-10,10.08,9.1
2013-09-11,13.25,12.1
2013-09-12,19.92,18.4
2013-09-13,20.42,19.0
2013-09-14,15.67,14.5
2013-09-15,16.75,15.6
2013-09-16,24.42,22.8
2013-09-17,27.33,25.5
2013-09-18,36.33,33.6
2013-09-19,40.83,37.8
2013-09-20,37.67,34.5
2013-09-21,30.33,27.6
2013-09-22,40.92,37.8
2013-09-23,37.91,35.1
2013-09-24,46.36,41.9
2013-09-25,37.92,35.2
2013-09-26,44.92,39.8
2013-09-27,32.5,30.1
2013-09-28,27.92,25.7
2013-09-29,29.17,27.1
2013-09-30,36.83,34.0
2013-10-01,42.42,38.2
2013-10-02,34.67,32.2
2013-10-03,33.0,30.4
2013-10-04,36.33,31.9
2013-10-05,25.75,23.2
2013-10-06,21.83,20.3
2013-10-07,39.5,36.2
2013-10-08,43.25,39.2
2013-10-09,81.75,64.0
2013-10-10,21.75,20.1
2013-10-11,23.42,21.8
2013-10-12,27.75,25.7
2013-10-13,26.0,24.1
2013-10-14,32.58,29.6
2013-10-15,30.92,28.8
2013-10-16,29.5,27.2
2013-10-17,35.5,32.8
2013-10-18,38.5,35.7
2013-10-19,35.83,33.2
2013-10-20,31.92,29.5
2013-10-21,43.17,38.6
2013-10-22,44.58,39.5
2013-10-23,44.75,40.2
2013-10-24,48.0,42.5
2013-10-25,50.5,44.8
2013-10-26,35.67,32.9
2013-10-27,25.75,23.8
2013-10-28,43.17,39.3
2013-10-29,45.25,41.3
2013-10-30,24.67,22.9
2013-10-31,35.5,32.8
2013-11-01,44.27,39.7
2013-11-02,37.36,34.4
2013-11-03,27.09,24.9
2013-11-04,35.18,32.2
2013-11-05,17.0,15.8
2013-11-06,21.18,19.5
2013-11-07,31.73,29.5
2013-11-08,39.73,36.1
2013-11-09,34.82,32.2
2013-11-10,31.73,29.5
2013-11-11,40.82,36.5
2013-11-12,45.91,40.2
2013-11-13,35.27,31.5
2013-11-14,32.09,29.6
2013-11-15,79.45,63.0
2013-11-16,31.45,29.1
2013-11-17,25.73,23.8
2013-11-18,33.82,31.2
2013-11-19,36.27,33.2
2013-11-20,37.45,34.6
2013-11-21,43.73,40.1
2013-11-22,3.09,3.0
2013-11-23,3.27,3.2
2013-11-24,4.55,4.5
2013-11-25,15.27,14.1
2013-11-26,14.0,13.0
2013-11-27,11.73,10.7
2013-11-28,14.45,13.4
2013-11-29,22.27,20.7
2013-11-30,23.73,21.9
2013-12-01,19.83,18.3
2013-12-02,23.64,21.8
2013-12-03,22.58,21.1
2013-12-04,17.5,16.2
2013-12-05,13.75,12.7
2013-12-06,22.58,20.9
2013-12-07,18.25,17.0
2013-12-08,19.58,18.1
2013-12-09,17.42,16.1
2013-12-10,23.67,21.9
2013-12-11,30.75,27.8
2013-12-12,29.33,26.8
2013-12-13,30.25,27.9
2013-12-14,25.08,23.1
2013-12-15,19.25,17.8
2013-12-16,45.73,40.1
2013-12-17,45.33,39.6
2013-12-18,45.08,40.0
2013-12-19,44.33,40.7
2013-12-20,6.5,5.9
2013-12-21,11.75,10.8
2013-12-22,15.08,13.9
2013-12-23,19.17,17.8
2013-12-24,19.5,18.2
2013-12-25,15.58,14.4
2013-12-26,19.92,18.4
2013-12-27,22.5,20.9
2013-12-28,22.25,20.6
2013-12-29,21.58,19.9
2013-12-30,23.75,22.1
2013-12-31,33.83,30.6
2014-01-01,42.85,37.1
2014-01-02,28.0,25.9
2014-01-03,32.23,29.5
2014-01-04,32.15,29.7
2014-01-05,24.69,22.8
2014-01-06,23.69,22.0
2014-01-07,32.46,29.8
2014-01-08,35.46,32.2
2014-01-09,36.15,33.2
2014-01-10,37.54,34.5
2014-01-11,31.85,29.5
2014-01-12,29.15,27.1
2014-01-13,32.92,30.3
2014-01-14,37.23,34.0
2014-01-15,35.15,31.7
2014-01-16,38.38,34.5
2014-01-17,35.15,31.9
2014-01-18,32.0,29.6
2014-01-19,30.54,28.2
2014-01-20,38.08,34.3
2014-01-21,45.46,40.0
2014-01-22,46.92,41.9
2014-01-23,45.83,40.8
2014-01-24,55.92,48.2
2014-01-25,36.62,34.0
2014-01-26,35.23,32.5
2014-01-27,35.0,32.5
2014-01-28,38.31,35.0
2014-01-29,40.46,36.8
2014-01-30,41.08,36.9
2014-01-31,50.38,45.0
2014-02-01,23.23,21.4
2014-02-02,22.77,21.1
2014-02-03,30.33,28.1
2014-02-04,25.75,23.9
2014-02-05,27.08,25.2
2014-02-06,24.85,22.9
2014-02-07,29.0,26.9
2014-02-08,22.46,20.7
2014-02-09,23.15,21.4
2014-02-10,32.08,29.7
2014-02-11,30.77,28.5
2014-02-12,32.15,29.7
2014-02-13,40.23,36.5
2014-02-14,44.23,39.9
2014-02-15,38.62,35.3
2014-02-16,35.54,33.0
2014-02-17,39.77,36.2
2014-02-18,40.85,37.3
2014-02-19,41.77,38.4
2014-02-20,41.46,38.0
2014-02-21,41.08,37.6
2014-02-22,42.23,38.5
2014-02-23,41.92,38.2
2014-02-24,50.69,44.2
2014-02-25,54.54,47.4
2014-02-26,43.15,39.3
2014-02-27,42.0,38.4
2014-02-28,42.62,39.2
2014-03-01,23.23,21.1
2014-03-02,7.54,6.8
2014-03-03,14.15,12.9
2014-03-04,15.23,14.1
2014-03-05,16.92,15.5
2014-03-06,22.85,21.3
2014-03-07,22.77,21.2
2014-03-08,14.08,13.0
2014-03-09,10.31,9.3
2014-03-10,20.36,18.9
2014-03-11,24.62,22.8
2014-03-12,32.77,30.5
2014-03-13,95.69,71.2
2014-03-14,32.92,30.5
2014-03-15,26.62,24.5
2014-03-16,19.15,17.9
2014-03-17,32.54,30.2
2014-03-18,37.0,34.2
2014-03-19,34.54,32.1
2014-03-20,40.77,37.2
2014-03-21,39.75,36.7
2014-03-22,32.62,30.3
2014-03-23,27.85,25.6
2014-03-24,35.67,33.0
2014-03-25,49.92,45.4
2014-03-26,81.69,63.9
2014-03-27,79.77,63.0
2014-03-28,43.85,40.5
2014-03-29,38.92,36.2
2014-03-30,43.31,39.4
2014-03-31,46.85,41.9
2014-04-01,37.62,34.5
2014-04-02,39.62,36.6
2014-04-03,25.38,23.5
2014-04-04,23.38,21.6
2014-04-05,23.58,21.8
2014-04-06,19.08,17.8
2014-04-07,27.69,25.7
2014-04-08,32.08,29.8
2014-04-09,35.62,32.7
2014-04-10,39.08,35.3
2014-04-11,33.38,30.6
2014-04-12,33.08,30.7
2014-04-13,34.92,32.5
2014-04-14,28.54,26.4
2014-04-15,33.77,31.3
2014-04-16,40.46,37.4
2014-04-17,39.38,36.6
2014-04-18,38.69,35.8
2014-04-19,23.31,21.5
2014-04-20,20.08,18.6
2014-04-21,32.46,30.0
2014-04-22,35.23,32.4
2014-04-23,57.54,51.3
2014-04-24,49.31,44.9
2014-04-25,41.0,37.8
2014-04-26,84.62,65.4
2014-04-27,85.15,65.6
2014-04-28,28.23,26.2
2014-04-29,23.69,21.9
2014-04-30,26.62,24.9
2014-05-01,55.23,49.3
2014-05-02,31.23,29.0
2014-05-03,34.54,32.1
2014-05-04,31.08,28.8
2014-05-05,51.75,47.0
2014-05-06,77.67,62.2
2014-05-07,62.15,53.8
2014-05-08,34.0,31.5
2014-05-09,36.92,34.1
2014-05-10,34.62,32.0
2014-05-11,162.23,104.4
2014-05-12,27.77,25.8
2014-05-13,29.15,26.9
2014-05-14,37.54,34.8
2014-05-15,35.62,32.9
2014-05-16,38.08,35.2
2014-05-17,36.77,34.2
2014-05-18,28.69,26.5
2014-05-19,39.77,35.5
2014-05-20,39.85,37.0
2014-05-21,55.77,50.2
2014-05-22,34.77,32.2
2014-05-23,34.15,31.7
2014-05-24,26.0,24.0
2014-05-25,25.15,23.2
2014-05-26,32.38,29.9
2014-05-27,37.69,34.9
2014-05-28,41.62,37.5
2014-05-29,56.08,48.2
2014-05-30,35.85,31.7
2014-05-31,32.08,29.5
2014-06-01,25.25,23.3
2014-06-02,39.42,35.2
2014-06-03,71.42,58.8
2014-06-04,41.25,36.9
2014-06-05,43.5,39.2
2014-06-06,50.08,43.8
2014-06-07,42.08,38.3
2014-06-08,35.75,33.2
2014-06-09,48.0,43.2
2014-06-10,59.75,52.2
2014-06-11,42.17,38.6
2014-06-12,40.08,37.1
2014-06-13,39.27,35.3
2014-06-14,41.18,37.1
2014-06-15,34.18,31.5
2014-06-16,38.55,34.6
2014-06-17,41.45,37.7
2014-06-18,48.45,43.5
2014-06-19,37.82,34.7
2014-06-20,42.09,38.4
2014-06-21,32.82,30.0
2014-06-22,23.18,21.5
2014-06-23,37.64,34.7
2014-06-24,39.27,36.4
2014-06-25,37.0,34.2
2014-06-26,38.27,35.5
2014-06-27,44.5,40.6
2014-06-28,39.5,36.5
2014-06-29,35.1,32.6
2014-06-30,35.1,32.5
2014-07-01,36.27,33.5
2014-07-02,39.91,36.0
2014-07-03,150.82,98.6
2014-07-04,39.91,36.9
2014-07-05,27.91,25.8
2014-07-06,19.36,17.7
2014-07-07,37.45,33.1
2014-07-08,63.18,52.5
2014-07-09,50.0,42.6
2014-07-10,21.91,20.5
2014-07-11,24.9,23.0
2014-07-12,52.45,45.1
2014-07-13,45.09,41.1
2014-07-14,22.55,20.9
2014-07-15,28.64,26.5
2014-07-16,18.91,17.6
2014-07-17,45.36,40.6
2014-07-18,37.91,32.2
2014-07-19,43.27,32.9
2014-07-20,18.09,16.8
2014-07-21,28.55,26.5
2014-07-22,47.64,40.0
2014-07-23,54.18,44.7
2014-07-24,32.55,29.8
2014-07-25,125.0,85.9
2014-07-26,75.73,60.0
2014-07-27,57.18,50.1
2014-07-28,21.27,19.7
2014-07-29,26.64,24.5
2014-07-30,38.45,35.2
2014-07-31,44.91,41.2
2014-08-01,20.82,19.1
2014-08-02,16.55,15.4
2014-08-03,13.18,12.2
2014-08-04,18.18,17.0
2014-08-05,24.09,22.2
2014-08-06,46.5,36.7
2014-08-07,34.42,31.3
2014-08-08,35.17,32.6
2014-08-09,27.67,25.6
2014-08-10,34.83,32.1
2014-08-11,46.25,40.5
2014-08-12,29.5,27.3
2014-08-13,12.33,11.3
2014-08-14,21.08,19.6
2014-08-15,22.17,20.6
2014-08-16,24.5,22.6
2014-08-17,50.33,42.8
2014-08-18,19.25,17.9
2014-08-19,15.42,14.2
2014-08-20,17.33,16.2
2014-08-21,23.33,21.5
2014-08-22,15.33,14.3
2014-08-23,13.83,12.8
2014-08-24,14.92,13.9
2014-08-25,39.5,36.6
2014-08-26,17.08,15.9
2014-08-27,17.92,16.7
2014-08-28,20.08,18.7
2014-08-29,25.75,23.8
2014-08-30,27.08,25.2
2014-08-31,25.0,23.0
2014-09-01,27.0,24.8
2014-09-02,37.08,33.7
2014-09-03,35.33,32.2
2014-09-04,69.58,56.7
2014-09-05,49.33,43.3
2014-09-06,72.75,57.2
2014-09-07,16.5,15.3
2014-09-08,9.08,8.2
2014-09-09,13.36,12.3
2014-09-10,16.5,15.3
2014-09-11,23.58,21.8
2014-09-12,24.17,22.3
2014-09-13,31.58,29.2
2014-09-14,14.18,13.1
2014-09-15,24.18,22.4
2014-09-16,21.58,20.0
2014-09-17,9.92,9.1
2014-09-18,12.67,11.6
2014-09-19,29.92,27.0
2014-09-20,34.67,31.2
2014-09-21,17.75,16.6
2014-09-22,24.33,22.6
2014-09-23,30.5,28.2
2014-09-24,32.17,29.2
2014-09-25,39.83,36.6
2014-09-26,37.67,34.8
2014-09-27,15.27,14.1
2014-09-28,21.82,20.2
2014-09-29,26.18,24.3
2014-09-30,25.17,23.2
2014-10-01,26.42,24.4
2014-10-02,27.17,25.2
2014-10-03,31.36,28.9
2014-10-04,28.27,26.1
2014-10-05,24.55,22.6
2014-10-06,40.27,37.1
2014-10-07,40.45,37.1
2014-10-08,15.27,14.2
2014-10-09,11.36,10.4
2014-10-10,18.64,17.5
2014-10-11,23.27,21.5
2014-10-12,23.0,21.5
2014-10-13,31.18,28.9
2014-10-14,31.64,28.9
2014-10-15,40.0,36.6
2014-10-16,42.64,38.8
2014-10-17,42.09,38.3
2014-10-18,29.91,27.7
2014-10-19,46.55,40.5
2014-10-20,20.45,18.9
2014-10-21,23.58,21.8
2014-10-22,26.17,24.2
2014-10-23,37.33,32.6
2014-10-24,36.75,33.3
2014-10-25,31.67,29.3
2014-10-26,24.0,22.2
2014-10-27,31.45,29.1
2014-10-28,37.58,34.8
2014-10-29,40.5,36.6
2014-10-30,54.42,44.9
2014-10-31,46.42,42.2
2014-11-01,36.27,33.5
2014-11-02,24.18,22.4
2014-11-03,26.64,24.5
2014-11-04,33.82,31.2
2014-11-05,30.45,28.0
2014-11-06,34.27,31.8
2014-11-07,35.09,32.4
2014-11-08,36.36,33.7
2014-11-09,32.91,30.3
2014-11-10,44.9,40.7
2014-11-11,40.55,36.2
2014-11-12,35.55,32.9
2014-11-13,32.73,30.3
2014-11-14,32.27,29.9
2014-11-15,27.91,25.7
2014-11-16,33.0,29.8
2014-11-17,30.27,27.7
2014-11-18,36.27,32.7
2014-11-19,40.91,37.2
2014-11-20,53.0,46.3
2014-11-21,51.0,45.3
2014-11-22,43.09,39.7
2014-11-23,35.45,32.9
2014-11-24,39.0,36.1
2014-11-25,34.55,31.9
2014-11-26,53.6,47.2
2014-11-27,40.0,36.8
2014-11-28,39.4,36.4
2014-11-29,43.7,39.9
2014-11-30,32.2,29.8
2014-12-01,49.8,43.3
2014-12-02,61.45,52.2
2014-12-03,25.45,22.5
2014-12-04,11.09,10.1
2014-12-05,15.09,13.9
2014-12-06,19.91,18.4
2014-12-07,16.73,15.4
2014-12-08,25.18,22.7
2014-12-09,27.64,25.5
2014-12-10,32.09,29.3
2014-12-11,32.36,29.8
2014-12-12,23.36,21.6
2014-12-13,4.91,4.6
2014-12-14,9.27,8.6
2014-12-15,18.0,16.5
2014-12-16,22.9,21.3
2014-12-17,9.55,8.5
2014-12-18,11.18,10.4
2014-12-19,17.45,16.1
2014-12-20,17.64,16.5
2014-12-21,18.27,16.9
2014-12-22,23.45,21.8
2014-12-23,18.09,16.6
2014-12-24,19.64,18.2
2014-12-25,18.09,16.7
2014-12-26,16.55,15.5
2014-12-27,17.64,16.4
2014-12-28,18.64,17.4
2014-12-29,26.91,24.9
2014-12-30,27.45,25.4
2014-12-31,12.64,11.6
2015-01-01,11.27,10.4
2015-01-02,13.91,12.7
2015-01-03,16.64,15.5
2015-01-04,18.09,16.6
2015-01-05,27.0,24.8
2015-01-06,29.73,27.5
2015-01-07,30.64,27.7
2015-01-08,31.91,29.6
2015-01-09,24.9,23.0
2015-01-10,19.27,17.9
2015-01-11,15.4,14.2
2015-01-12,14.0,12.9
2015-01-13,13.64,12.5
2015-01-14,11.64,10.7
2015-01-15,14.36,13.3
2015-01-16,19.5,18.0
2015-01-17,22.2,20.6
2015-01-18,20.18,18.7
2015-01-19,30.91,28.5
2015-01-20,37.73,33.5
2015-01-21,25.82,23.8
2015-01-22,19.0,17.2
2015-01-23,21.55,20.1
2015-01-24,22.45,20.8
2015-01-25,22.82,21.2
2015-01-26,40.9,36.3
2015-01-27,17.18,15.7
2015-01-28,16.18,14.9
2015-01-29,20.36,18.8
2015-01-30,3.82,3.7
2015-01-31,8.0,7.3
2015-02-01,11.55,10.6
2015-02-02,17.45,16.1
2015-02-03,23.18,21.5
2015-02-04,23.64,21.9
2015-02-05,25.91,23.9
2015-02-06,25.82,23.9
2015-02-07,22.45,20.8
2015-02-08,20.91,19.5
2015-02-09,32.9,30.1
2015-02-10,25.6,23.9
2015-02-11,24.0,22.3
2015-02-12,21.73,20.1
2015-02-13,26.09,24.0
2015-02-14,27.64,25.5
2015-02-15,22.91,21.2
2015-02-16,22.91,21.2
2015-02-17,27.91,25.7
2015-02-18,37.2,34.3
2015-02-19,46.0,40.7
2015-02-20,43.45,39.5
2015-02-21,26.73,24.6
2015-02-22,23.82,22.0
2015-02-23,16.0,14.8
2015-02-24,9.64,8.8
2015-02-25,16.0,14.8
2015-02-26,23.09,21.5
2015-02-27,25.36,23.5
2015-02-28,20.18,18.7
2015-03-01,14.09,13.0
2015-03-02,8.45,7.7
2015-03-03,8.36,7.6
2015-03-04,10.5,9.8
2015-03-05,14.92,13.7
2015-03-06,20.42,18.8
2015-03-07,22.75,20.9
2015-03-08,21.92,20.3
2015-03-09,30.42,28.0
2015-03-10,29.83,27.6
2015-03-11,33.42,31.1
2015-03-12,28.33,26.2
2015-03-13,22.17,20.6
2015-03-14,24.75,22.8
2015-03-15,20.67,19.2
2015-03-16,26.58,24.7
2015-03-17,30.25,28.1
2015-03-18,25.83,23.8
2015-03-19,8.33,7.6
2015-03-20,11.5,10.6
2015-03-21,12.92,11.8
2015-03-22,14.83,13.8
2015-03-23,21.92,20.4
2015-03-24,27.67,25.6
2015-03-25,30.67,28.4
2015-03-26,24.42,22.7
2015-03-27,28.17,26.1
2015-03-28,26.42,24.4
2015-03-29,23.33,21.6
2015-03-30,32.5,30.0
2015-03-31,33.75,31.2
2015-04-01,31.83,29.4
2015-04-02,35.67,33.2
2015-04-03,39.83,36.1
2015-04-04,34.67,32.1
2015-04-05,25.75,23.8
2015-04-06,35.0,32.5
2015-04-07,33.5,31.0
2015-04-08,33.17,30.8
2015-04-09,34.92,31.9
2015-04-10,43.83,39.6
2015-04-11,37.75,35.0
2015-04-12,30.92,28.8
2015-04-13,34.27,31.7
2015-04-14,38.5,35.6
2015-04-15,52.92,47.7
2015-04-16,24.92,23.0
2015-04-17,31.67,29.4
2015-04-18,33.58,31.0
2015-04-19,33.33,30.8
2015-04-20,35.42,32.8
2015-04-21,32.17,29.7
2015-04-22,32.33,29.9
2015-04-23,28.5,26.2
2015-04-24,22.27,20.5
2015-04-25,30.64,28.4
2015-04-26,8.0,7.1
2015-04-27,12.67,11.6
2015-04-28,17.67,16.4
2015-04-29,21.08,19.8
2015-04-30,28.42,26.3
2015-05-01,32.17,29.8
2015-05-02,31.75,29.4
2015-05-03,21.75,20.1
2015-05-04,12.75,11.8
2015-05-05,14.08,13.1
2015-05-06,19.82,18.5
2015-05-07,21.33,19.9
2015-05-08,49.75,43.7
2015-05-09,12.75,11.8
2015-05-10,18.5,17.2
2015-05-11,26.42,24.8
2015-05-12,33.25,30.8
2015-05-13,22.92,21.3
2015-05-14,34.67,32.2
2015-05-15,19.27,17.9
2015-05-16,6.73,6.1
2015-05-17,11.73,10.6
2015-05-18,16.18,15.0
2015-05-19,32.0,29.5
2015-05-20,25.33,23.3
2015-05-21,28.5,26.3
2015-05-22,32.33,30.0
2015-05-23,46.0,42.0
2015-05-24,22.58,20.9
2015-05-25,23.92,21.9
2015-05-26,27.08,24.9
2015-05-27,32.58,30.1
2015-05-28,34.0,31.5
2015-05-29,33.08,30.6
2015-05-30,34.92,32.0
2015-05-31,27.83,25.4
2015-06-01,30.55,28.2
2015-06-02,35.64,33.1
2015-06-03,36.82,34.1
2015-06-04,44.91,40.5
2015-06-05,17.45,16.2
2015-06-06,13.3,12.2
2015-06-07,17.0,15.9
2015-06-08,26.82,24.8
2015-06-09,27.0,24.9
2015-06-10,12.0,11.0
2015-06-11,24.18,22.3
2015-06-12,30.0,27.8
2015-06-13,25.45,23.5
2015-06-14,22.09,20.5
2015-06-15,31.0,28.5
2015-06-16,40.45,35.9
2015-06-17,40.0,35.9
2015-06-18,47.0,41.7
2015-06-19,42.36,38.6
2015-06-20,40.64,37.0
2015-06-21,33.0,30.5
2015-06-22,39.45,35.8
2015-06-23,40.91,37.0
2015-06-24,46.45,40.8
2015-06-25,39.82,36.3
2015-06-26,39.82,36.4
2015-06-27,60.82,49.0
2015-06-28,44.55,40.7
2015-06-29,51.82,46.7
2015-06-30,35.45,32.7
2015-07-01,28.73,26.6
2015-07-02,21.36,19.9
2015-07-03,22.73,20.9
2015-07-04,18.73,17.5
2015-07-05,24.0,22.4
2015-07-06,19.91,18.6
2015-07-07,25.09,23.5
2015-07-08,25.55,23.5
2015-07-09,34.36,31.3
2015-07-10,31.55,29.0
2015-07-11,22.64,21.1
2015-07-12,21.45,20.0
2015-07-13,32.55,30.1
2015-07-14,28.82,26.7
2015-07-15,36.45,33.7
2015-07-16,39.82,36.9
2015-07-17,37.18,33.9
2015-07-18,25.91,24.0
2015-07-19,11.45,10.5
2015-07-20,17.73,16.5
2015-07-21,24.73,22.8
2015-07-22,21.36,19.8
2015-07-23,31.09,28.7
2015-07-24,22.18,20.6
2015-07-25,24.91,22.6
2015-07-26,25.09,23.1
2015-07-27,33.73,29.5
2015-07-28,54.91,47.3
2015-07-29,33.82,31.1
2015-07-30,22.91,20.5
2015-07-31,47.55,40.5
2015-08-01,14.27,13.2
2015-08-02,15.82,14.6
2015-08-03,28.82,26.5
2015-08-04,31.0,28.4
2015-08-05,35.27,31.7
2015-08-06,44.36,38.9
2015-08-07,33.42,31.0
2015-08-08,14.09,13.1
2015-08-09,31.09,28.9
2015-08-10,26.73,24.7
2015-08-11,67.45,54.3
2015-08-12,29.27,27.0
2015-08-13,36.3,33.3
2015-08-14,39.9,36.8
2015-08-15,32.6,30.3
2015-08-16,42.7,39.4
2015-08-17,31.6,29.3
2015-08-18,27.73,25.6
2015-08-19,32.08,29.7
2015-08-20,35.92,33.2
2015-08-21,34.17,31.8
2015-08-22,27.67,25.6
2015-08-23,51.92,47.1
2015-08-24,44.42,40.2
2015-08-25,35.0,32.2
2015-08-26,18.42,17.1
2015-08-27,39.92,33.7
2015-08-28,20.42,19.0
2015-08-29,59.67,48.7
2015-08-30,29.75,27.6
2015-08-31,31.33,28.8
2015-09-01,19.27,18.0
2015-09-02,25.75,23.8
2015-09-03,75.58,59.3
2015-09-04,18.17,17.0
2015-09-05,15.92,14.7
2015-09-06,13.33,12.2
2015-09-07,21.5,20.0
2015-09-08,30.67,28.2
2015-09-09,38.42,35.6
2015-09-10,28.5,26.1
2015-09-11,26.08,24.1
2015-09-12,42.25,39.0
2015-09-13,49.75,45.2
2015-09-14,16.5,15.3
2015-09-15,13.0,12.0
2015-09-16,14.33,13.2
2015-09-17,21.75,20.2
2015-09-18,25.17,23.3
2015-09-19,27.17,25.2
2015-09-20,18.83,17.6
2015-09-21,21.08,19.6
2015-09-22,12.25,11.2
2015-09-23,18.08,16.8
2015-09-24,29.75,27.5
2015-09-25,27.25,25.1
2015-09-26,24.5,22.7
2015-09-27,24.83,23.0
2015-09-28,36.83,34.2
2015-09-29,39.42,35.8
2015-09-30,43.58,39.3
2015-10-01,38.25,35.3
2015-10-02,37.83,34.8
2015-10-03,35.0,32.4
2015-10-04,39.5,36.4
2015-10-05,24.58,22.7
2015-10-06,11.83,10.8
2015-10-07,12.83,11.8
2015-10-08,18.67,17.4
2015-10-09,19.17,17.9
2015-10-10,16.58,15.4
2015-10-11,19.75,18.4
2015-10-12,30.92,28.5
2015-10-13,33.42,30.9
2015-10-14,37.08,34.3
2015-10-15,44.0,40.2
2015-10-16,44.0,39.0
2015-10-17,16.25,15.2
2015-10-18,13.5,12.4
2015-10-19,15.5,14.3
2015-10-20,13.83,12.8
2015-10-21,9.25,8.3
2015-10-22,14.67,13.5
2015-10-23,19.67,18.2
2015-10-24,16.25,15.0
2015-10-25,19.17,17.8
2015-10-26,27.42,25.3
2015-10-27,29.67,27.5
2015-10-28,38.58,35.5
2015-10-29,18.67,17.3
2015-10-30,11.33,10.3
2015-10-31,16.67,15.5
2015-11-01,17.58,16.3
2015-11-02,21.83,20.2
2015-11-03,31.33,29.0
2015-11-04,14.0,13.0
2015-11-05,11.67,10.8
2015-11-06,16.0,14.8
2015-11-07,16.92,15.7
2015-11-08,22.33,20.8
2015-11-09,30.08,27.8
2015-11-10,31.92,29.5
2015-11-11,23.75,22.0
2015-11-12,27.75,25.6
2015-11-13,31.42,29.0
2015-11-14,36.67,33.8
2015-11-15,20.58,19.2
2015-11-16,33.33,30.8
2015-11-17,29.58,27.6
2015-11-18,23.5,21.8
2015-11-19,26.83,24.9
2015-11-20,29.75,27.5
2015-11-21,18.0,16.6
2015-11-22,17.92,16.6
2015-11-23,39.17,35.2
2015-11-24,39.67,36.1
2015-11-25,50.33,44.8
2015-11-26,73.0,59.8
2015-11-27,27.75,25.7
2015-11-28,22.17,20.5
2015-11-29,19.83,18.3
2015-11-30,31.0,28.8
2015-12-01,38.75,35.0
2015-12-02,43.42,38.1
2015-12-03,45.83,39.7
2015-12-04,50.67,44.1
2015-12-05,39.17,35.8
2015-12-06,32.17,29.6
2015-12-07,47.25,41.2
2015-12-08,52.92,46.0
2015-12-09,66.58,55.0
2015-12-10,49.45,43.5
2015-12-11,51.91,46.5
2015-12-12,17.17,16.0
2015-12-13,12.5,11.4
2015-12-14,12.67,11.6
2015-12-15,17.83,16.5
2015-12-16,19.5,18.1
2015-12-17,22.42,20.7
2015-12-18,27.92,25.7
2015-12-19,28.17,26.2
2015-12-20,22.75,21.2
2015-12-21,25.75,23.8
2015-12-22,22.33,20.8
2015-12-23,17.83,16.6
2015-12-24,20.75,19.2
2015-12-25,18.5,17.2
2015-12-26,20.58,19.2
2015-12-27,15.25,14.2
2015-12-28,25.67,23.7
2015-12-29,25.83,23.9
2015-12-30,27.75,25.7
2015-12-31,34.18,31.8
2016-01-01,54.5,44.6
2016-01-02,18.42,17.0
2016-01-03,12.75,11.7
2016-01-04,17.58,16.2
2016-01-05,5.25,5.1
2016-01-06,6.42,6.1
2016-01-07,4.5,4.4
2016-01-08,8.17,7.5
2016-01-09,11.58,10.7
2016-01-10,10.25,9.3
2016-01-11,16.42,15.2
2016-01-12,17.92,16.5
2016-01-13,22.33,20.5
2016-01-14,23.5,21.8
2016-01-15,22.92,21.3
2016-01-16,16.92,15.7
2016-01-17,18.17,16.8
2016-01-18,24.83,22.9
2016-01-19,27.17,25.2
2016-01-20,25.17,23.4
2016-01-21,20.27,18.8
2016-01-22,28.08,25.5
2016-01-23,25.75,23.7
2016-01-24,20.08,18.7
2016-01-25,24.58,22.8
2016-01-26,19.08,17.5
2016-01-27,24.67,22.8
2016-01-28,33.33,30.8
2016-01-29,37.58,34.2
2016-01-30,29.17,27.0
2016-01-31,53.67,46.2
2016-02-01,44.42,41.2
2016-02-02,9.25,8.4
2016-02-03,15.42,14.2
2016-02-04,18.83,17.3
2016-02-05,16.42,15.1
2016-02-06,17.67,16.2
2016-02-07,18.17,16.8
2016-02-08,28.5,25.8
2016-02-09,24.17,22.5
2016-02-10,32.67,29.5
2016-02-11,40.33,36.1
2016-02-12,40.25,36.2
2016-02-13,31.67,29.2
2016-02-14,29.25,27.0
2016-02-15,32.75,30.2
2016-02-16,36.33,32.7
2016-02-17,40.83,37.2
2016-02-18,41.58,38.1
2016-02-19,42.58,38.7
2016-02-20,30.42,28.2
2016-02-21,26.75,24.8
2016-02-22,51.83,45.4
2016-02-23,19.92,18.6
2016-02-24,27.83,25.6
2016-02-25,35.58,32.0
2016-02-26,39.92,35.8
2016-02-27,36.5,33.8
2016-02-28,32.42,30.1
2016-02-29,43.33,39.2
2016-03-01,44.67,40.2
2016-03-02,42.33,38.3
2016-03-03,47.08,42.1
2016-03-04,49.17,43.6
2016-03-05,40.08,37.1
2016-03-06,54.25,48.5
2016-03-07,60.42,52.9
2016-03-08,28.45,26.3
2016-03-09,36.09,33.4
2016-03-10,38.75,35.6
